baseline_risk,case_id,confidence_score,downside_exposure,expected_benefit,expected_loss,expected_net_value,governance_burden,interpretation,intervention_cost,max_regret_reference,option_name,post_intervention_risk,regret,risk_reduction
0.580206,35,0.798142,178.195911,70.098192,108.319643,-86.412887,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,48.191436,-86.412887,intensive_review,0.382936,0.0,0.34
0.264623,36,0.837714,73.29525,0.0,46.564064,-46.564064,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-21.869533,monitor_only,0.264623,24.694531,0.0
0.264623,36,0.837714,63.72597,17.192991,41.907658,-32.338378,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,7.62371,-21.869533,light_touch_support,0.238161,10.468845,0.1
0.264623,36,0.837714,60.882584,26.570986,36.31997,-23.907304,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.158319,-21.869533,targeted_intervention,0.206406,2.037771,0.22
0.264623,36,0.837714,64.432501,32.822982,30.732282,-21.869533,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.960233,-21.869533,intensive_review,0.174651,0.0,0.34
0.306939,37,0.760373,31.027272,0.0,24.458187,-24.458187,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-13.204323,monitor_only,0.306939,11.253864,0.0
0.306939,37,0.760373,24.989341,17.133261,22.012368,-15.974437,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.09533,-13.204323,light_touch_support,0.276245,2.770114,0.1
0.306939,37,0.760373,25.154209,26.478676,19.077385,-13.204323,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,20.605613,-13.204323,targeted_intervention,0.239412,0.0,0.22
0.306939,37,0.760373,33.189357,32.708952,16.142403,-18.304488,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,34.871037,-13.204323,intensive_review,0.20258,5.100165,0.34
0.284091,38,0.808959,64.855376,0.0,47.996949,-47.996949,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-40.299586,monitor_only,0.284091,7.697363,0.0
0.284091,38,0.808959,63.886347,14.95594,43.197254,-42.228225,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.986911,-40.299586,light_touch_support,0.255682,1.928639,0.1
0.284091,38,0.808959,67.717342,23.113725,37.43762,-40.299586,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.975691,-40.299586,targeted_intervention,0.221591,0.0,0.22
0.284091,38,0.808959,80.26199,28.552248,31.677986,-47.0846,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,43.958862,-40.299586,intensive_review,0.1875,6.785014,0.34
0.55933,39,0.814125,115.238372,0.0,90.10403,-90.10403,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-8.96918,monitor_only,0.55933,81.13485,0.0
0.55933,39,0.814125,79.496809,50.11577,81.093627,-45.352065,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.374207,-8.96918,light_touch_support,0.503397,36.382885,0.1
0.55933,39,0.814125,64.481684,77.451644,70.281144,-19.524456,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.694957,-8.96918,targeted_intervention,0.436277,10.555276,0.22
0.55933,39,0.814125,64.738891,95.675561,59.46866,-8.96918,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,45.17608,-8.96918,intensive_review,0.369158,0.0,0.34
0.399249,40,0.721683,66.12478,0.0,57.284134,-57.284134,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-33.308881,monitor_only,0.399249,23.975253,0.0
0.399249,40,0.721683,55.671378,25.797301,51.55572,-41.102319,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.3439,-33.308881,light_touch_support,0.359324,7.793438,0.1
0.399249,40,0.721683,54.752037,39.868556,44.681624,-33.308881,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,28.495813,-33.308881,targeted_intervention,0.311414,0.0,0.22
0.399249,40,0.721683,65.099071,49.249393,37.807528,-36.781819,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,48.223684,-33.308881,intensive_review,0.263504,3.472938,0.34
0.136566,41,0.85215,25.044525,0.0,13.924206,-13.924206,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-12.726548,monitor_only,0.136566,1.197658,0.0
0.136566,41,0.85215,25.239287,8.434681,12.531785,-12.726548,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,8.629444,-12.726548,light_touch_support,0.122909,0.0,0.1
0.136566,41,0.85215,28.035218,13.035417,10.860881,-13.851574,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.02611,-12.726548,targeted_intervention,0.106521,1.125026,0.22
0.136566,41,0.85215,36.063061,16.102573,9.189976,-20.208512,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.121109,-12.726548,intensive_review,0.090134,7.481964,0.34
0.248685,42,0.822238,54.754981,0.0,35.664689,-35.664689,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-19.307519,monitor_only,0.248685,16.35717,0.0
0.248685,42,0.822238,47.047136,18.619988,32.09822,-24.390374,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.912142,-19.307519,light_touch_support,0.223817,5.082855,0.1
0.248685,42,0.822238,46.244043,28.776345,27.818457,-19.307519,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,20.265408,-19.307519,targeted_intervention,0.193974,0.0,0.22
0.248685,42,0.822238,53.503036,35.54725,23.538695,-22.28675,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,34.295305,-19.307519,intensive_review,0.164132,2.979231,0.34
0.605856,43,0.881662,84.821723,0.0,71.958717,-71.958717,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,37.645827,monitor_only,0.605856,109.604544,0.0
0.605856,43,0.881662,31.528975,66.749203,64.762846,-11.470098,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.456455,37.645827,light_touch_support,0.54527,49.115925,0.1
0.605856,43,0.881662,6.654424,103.157858,56.1278,22.0395,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,24.990559,37.645827,targeted_intervention,0.472568,15.606327,0.22
0.605856,43,0.881662,0.0,127.430296,47.492753,37.645827,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,42.291715,37.645827,intensive_review,0.399865,0.0,0.34
0.440569,44,0.724545,125.573898,0.0,97.071171,-97.071171,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-42.669023,monitor_only,0.440569,54.402148,0.0
0.440569,44,0.724545,104.485133,36.377253,87.364054,-66.275289,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.288488,-42.669023,light_touch_support,0.396512,23.606266,0.1
0.440569,44,0.724545,97.747413,56.219392,75.715514,-47.889028,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,28.392906,-42.669023,targeted_intervention,0.343644,5.220005,0.22
0.440569,44,0.724545,104.175948,69.447484,64.066973,-42.669023,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,48.049533,-42.669023,intensive_review,0.290776,0.0,0.34
0.349273,45,0.703443,87.065405,0.0,67.206496,-67.206496,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-28.153458,monitor_only,0.349273,39.053038,0.0
0.349273,45,0.703443,69.544133,31.500316,60.485846,-42.964574,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.979044,-28.153458,light_touch_support,0.314346,14.811116,0.1
0.349273,45,0.703443,64.34418,48.682307,52.421067,-29.699841,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.961082,-28.153458,targeted_intervention,0.272433,1.546383,0.22
0.349273,45,0.703443,70.862576,60.136968,44.356287,-28.153458,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,43.934139,-28.153458,intensive_review,0.23052,0.0,0.34
0.1319,46,0.877934,34.220346,0.0,21.423958,-21.423958,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-19.652482,monitor_only,0.1319,1.771476,0.0
0.1319,46,0.877934,34.591267,7.635139,19.281562,-19.652482,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,8.00606,-19.652482,light_touch_support,0.11871,0.0,0.1
0.1319,46,0.877934,37.288982,11.799761,16.710687,-19.779323,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.868397,-19.652482,targeted_intervention,0.102882,0.126841,0.22
0.1319,46,0.877934,44.806074,14.576175,14.139812,-24.725539,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.161903,-19.652482,intensive_review,0.087054,5.073057,0.34
0.48055,47,0.898593,107.881311,0.0,98.754884,-98.754884,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-47.732607,monitor_only,0.48055,51.022277,0.0
0.48055,47,0.898593,87.500141,37.778217,88.879396,-68.498226,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.397047,-47.732607,light_touch_support,0.432495,20.765619,0.1
0.48055,47,0.898593,81.805596,58.384517,77.02881,-50.953094,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.308802,-47.732607,targeted_intervention,0.374829,3.220487,0.22
0.48055,47,0.898593,90.435694,72.122051,65.178224,-47.732607,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,54.676434,-47.732607,intensive_review,0.317163,0.0,0.34
0.341447,48,0.738347,74.369218,0.0,51.89678,-51.89678,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-27.836606,monitor_only,0.341447,24.060174,0.0
0.341447,48,0.738347,63.427438,24.632195,46.707102,-35.765322,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.690414,-27.836606,light_touch_support,0.307302,7.928716,0.1
0.341447,48,0.738347,61.726336,38.067937,40.479489,-27.836606,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.425055,-27.836606,targeted_intervention,0.266329,0.0,0.22
0.341447,48,0.738347,70.371135,47.025099,34.251875,-30.253792,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,43.027016,-27.836606,intensive_review,0.225355,2.417186,0.34
0.497891,49,0.72518,151.470032,0.0,112.389278,-112.389278,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-32.876401,monitor_only,0.497891,79.512877,0.0
0.497891,49,0.72518,122.004656,41.58401,101.15035,-71.684974,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.118633,-32.876401,light_touch_support,0.448102,38.808573,0.1
0.497891,49,0.72518,109.709868,64.266197,87.663637,-45.903473,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,22.506033,-32.876401,targeted_intervention,0.388355,13.027072,0.22
0.497891,49,0.72518,110.16951,79.387655,74.176923,-32.876401,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,38.087133,-32.876401,intensive_review,0.328608,0.0,0.34
0.618102,50,0.751278,198.988276,0.0,151.930711,-151.930711,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-30.306258,monitor_only,0.618102,121.624453,0.0
0.618102,50,0.751278,152.371551,62.039057,136.73764,-90.120915,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.422333,-30.306258,light_touch_support,0.556292,59.814657,0.1
