application_completeness,delay_days,engagement_count,group,interpretation,label_disagrees_with_construct,latent_need,observed_label,prior_access,prior_access_missing,proxy_score,true_construct_positive,unit_id
0.557602,21.979178,5.024628,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.695958,1,0.493281,0,0.717586,1,805
0.571321,9.059109,11.026879,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.514136,1,,1,0.799288,0,806
0.805217,24.299769,10.866377,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.483706,1,0.690956,0,0.892162,0,807
0.728955,18.766,8.158937,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.66185,1,0.943625,0,0.768369,1,808
0.697303,8.763075,10.910496,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.177875,1,0.697782,0,0.786426,0,809
0.584646,8.061227,8.310822,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.728343,1,,1,0.714301,1,810
0.500939,21.026981,7.466732,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.386135,1,0.61267,0,0.759378,0,811
0.596031,10.783466,3.268807,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.386551,0,,1,0.560723,0,812
1.0,15.789492,4.079922,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.55851,1,0.558171,0,0.716753,1,813
0.980867,16.018351,5.718294,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.660452,1,0.63815,0,0.75635,1,814
0.49047,31.4,4.818449,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.613992,1,,1,0.787337,1,815
0.818528,24.329449,7.345337,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.398261,1,,1,0.850628,0,816
0.480876,13.563687,5.152104,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.285358,1,,1,0.634048,0,817
0.577166,18.05774,6.016156,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.147793,1,0.621515,0,0.702305,0,818
0.653584,30.123062,7.137669,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.485515,1,,1,0.857396,0,819
0.585579,8.027777,6.811414,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.485743,1,0.717541,0,0.619025,0,820
0.830532,18.26624,4.553705,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.492516,1,,1,0.737426,0,821
0.926257,21.331127,2.187785,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.351798,1,,1,0.709409,0,822
0.687464,30.005859,4.875933,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.88309,1,0.369698,0,0.814638,1,823
0.733138,8.362776,6.498628,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.346757,1,0.436694,0,0.684361,0,824
0.785925,25.521998,6.707535,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.229008,1,0.58659,0,0.824185,0,825
0.572977,46.343028,7.698945,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.731847,1,0.631299,0,0.91607,1,826
0.963302,9.751186,4.630135,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.089202,1,0.502516,0,0.676904,0,827
0.902715,27.136809,4.736073,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.40737,1,0.417869,0,0.821429,0,828
0.623871,11.003643,11.157387,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.316362,1,0.424388,0,0.82212,0,829
0.749314,17.145723,7.044223,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.386917,1,0.816008,0,0.739969,0,830
0.72247,20.365184,7.31291,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.474461,1,0.50165,0,0.801246,0,831
0.70854,35.845869,9.896187,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.494648,1,0.318692,0,0.93081,0,832
0.733805,36.290321,5.136292,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.954104,1,0.359603,0,0.865251,1,833
0.866711,12.740851,9.597574,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.144871,1,0.739802,0,0.806139,0,834
0.569238,19.441715,10.636041,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.575515,1,0.593744,0,0.841322,1,835
0.667088,21.007744,5.048693,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.678512,1,0.356338,0,0.74834,1,836
0.861958,17.092758,5.982237,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.232101,1,0.556344,0,0.759069,0,837
0.727137,23.305909,11.88976,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.304875,1,0.535141,0,0.904092,0,838
0.579032,13.267793,7.620392,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.404236,0,0.553021,0,0.719601,0,839
0.493926,5.379715,5.542149,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.200759,1,0.335427,0,0.573513,0,840
0.468951,25.720549,9.707894,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.52564,1,,1,0.859734,0,841
0.804878,16.583599,8.362038,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.226299,1,0.660084,0,0.799514,0,842
0.448977,22.804018,4.96731,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.606212,1,0.290809,0,0.724699,1,843
0.660163,20.277009,10.971557,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.570222,0,0.629731,0,0.862148,1,844
0.464454,33.418114,3.521023,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.853154,1,0.179359,0,0.78537,1,845
0.554225,13.096168,7.099029,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.441426,1,0.57584,0,0.692451,0,846
1.0,10.336917,10.515473,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.106119,1,0.639928,0,0.840731,0,847
0.779011,8.061021,11.31067,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.515175,1,0.501845,0,0.823364,0,848
0.69918,14.604279,6.575606,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.512219,1,0.544308,0,0.72449,0,849
0.833098,17.29905,6.472054,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.421382,1,0.469663,0,0.778499,0,850
0.813245,27.390404,4.960409,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.623897,1,0.485245,0,0.808299,1,851
0.591031,13.402771,9.074155,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.268032,0,0.380903,0,0.785335,0,852
0.775281,12.930908,7.734915,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.096267,1,0.784006,0,0.73363,0,853
0.589468,27.202988,5.029853,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.747923,1,0.272014,0,0.791608,1,854
0.549865,18.55808,9.71641,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.399474,1,0.445184,0,0.824912,0,855
0.622178,22.688362,5.998712,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.436671,1,0.558054,0,0.759369,0,856
0.669349,27.740188,9.502078,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.430433,1,0.540069,0,0.880526,0,857
0.76392,28.020771,6.029628,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.677089,1,0.620093,0,0.818428,1,858
0.30183,18.426166,2.639856,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.574073,0,0.369719,0,0.549003,1,859
0.912625,23.819703,6.251956,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.422808,0,0.381028,0,0.839139,0,860
0.521622,0.0,10.174383,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.0,1,0.806267,0,0.632241,0,861
0.619035,15.814249,6.857375,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.348937,1,0.200327,0,0.766493,0,862
0.766076,10.32153,8.438115,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.48753,0,0.346112,0,0.779246,0,863
0.668142,19.429681,4.738897,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.451956,1,0.550753,0,0.701334,0,864
0.679022,27.9561,8.122745,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.584453,1,0.621501,0,0.851667,1,865
1.0,19.339389,10.224062,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.09425,1,,1,0.897166,0,866
0.772789,8.782326,5.148401,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.295161,1,0.479335,0,0.644002,0,867
0.527411,21.941495,5.366327,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.599729,0,0.642798,0,0.703513,1,868
0.706784,21.253154,6.779888,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.396389,1,0.459935,0,0.795326,0,869
0.816419,20.977442,6.776369,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.498988,1,0.702992,0,0.788123,0,870
0.469755,24.021238,8.710886,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.580378,0,0.347255,0,0.833354,1,871
0.630757,21.66584,8.773265,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.620414,0,0.701063,0,0.813109,1,872
0.714278,26.714849,6.322572,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.269618,1,0.519627,0,0.817872,0,873
0.472823,24.197371,8.000965,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.615354,1,0.489657,0,0.805606,1,874
0.867249,26.024928,8.69954,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.672147,0,0.519814,0,0.882027,1,875
0.688446,27.016914,6.618236,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.790078,1,0.55118,0,0.820073,1,876
0.649772,18.388561,8.342944,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.244071,1,0.735908,0,0.777831,0,877
0.748232,20.032424,7.424977,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.613587,1,0.545967,0,0.80179,1,878
0.831198,20.988303,10.7134,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.545726,1,0.814556,0,0.869057,0,879
0.473647,16.225361,4.347989,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.332434,1,0.409224,0,0.628927,0,880
0.851566,12.9078,7.638691,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.107973,0,,1,0.787042,0,881
0.733085,23.519375,11.267464,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.660471,1,0.58608,0,0.893714,1,882
0.688817,21.673806,9.439351,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.328798,1,,1,0.860431,0,883
0.926394,22.158821,10.597173,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.30563,1,,1,0.90682,0,884
0.626986,19.341749,9.050102,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.531055,1,,1,0.830156,0,885
0.84092,26.66264,10.346854,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.460966,1,0.560924,0,0.904799,0,886
0.830098,22.463645,6.385769,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.638137,0,0.373742,0,0.821998,1,887
0.462912,20.813203,8.332467,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.240739,1,0.510985,0,0.78571,0,888
0.683776,15.440216,7.364642,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.34774,1,0.380339,0,0.770814,0,889
1.0,9.168665,6.635987,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.146611,1,0.782233,0,0.711978,0,890
0.72968,12.443931,9.195275,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.230931,1,0.530825,0,0.790657,0,891
0.791326,19.453971,6.401423,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.540628,1,,1,0.79258,0,892
1.0,12.363322,5.757144,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.134257,1,0.489073,0,0.747259,0,893
0.6466,18.87701,8.378571,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.72258,1,0.551913,0,0.800244,1,894
0.86159,28.70023,7.489235,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.725329,1,,1,0.881264,1,895
0.669142,15.280508,4.59219,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.607086,0,0.531598,0,0.658364,1,896
0.876264,31.574602,6.038883,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.341443,1,0.677765,0,0.852015,0,897
0.844028,25.096497,8.292149,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.686128,1,0.675744,0,0.856543,1,898
0.946337,22.947758,7.660789,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.549467,1,0.586141,0,0.851996,0,899
0.650212,10.922589,11.147417,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.170042,1,0.847989,0,0.785672,0,900
