absolute_error,batch,decision,estimate,experiment_name,interpretation,interval_lower,interval_upper,sample_size,seed,standard_error,threshold,true_probability
0.05,150,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.324157,0.715843,25,27176,0.09992,0.6,0.57
0.13,151,0,0.44,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.245416,0.634584,25,27177,0.099277,0.6,0.57
0.13,152,0,0.44,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.245416,0.634584,25,27178,0.099277,0.6,0.57
0.15,153,1,0.72,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543992,0.896008,25,27179,0.0898,0.6,0.57
0.01,154,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.365416,0.754584,25,27180,0.099277,0.6,0.57
0.07,155,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27181,0.096,0.6,0.57
0.13,156,0,0.44,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.245416,0.634584,25,27182,0.099277,0.6,0.57
0.11,157,1,0.68,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.497141,0.862859,25,27183,0.093295,0.6,0.57
0.01,158,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.365416,0.754584,25,27184,0.099277,0.6,0.57
0.01,159,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.365416,0.754584,25,27185,0.099277,0.6,0.57
0.09,160,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.284157,0.675843,25,27186,0.09992,0.6,0.57
0.09,161,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.284157,0.675843,25,27187,0.09992,0.6,0.57
0.01,162,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.365416,0.754584,25,27188,0.099277,0.6,0.57
0.07,163,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27189,0.096,0.6,0.57
0.11,164,1,0.68,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.497141,0.862859,25,27190,0.093295,0.6,0.57
0.07,165,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27191,0.096,0.6,0.57
0.07,166,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27192,0.096,0.6,0.57
0.03,167,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.40796,0.79204,25,27193,0.09798,0.6,0.57
0.07,168,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27194,0.096,0.6,0.57
0.07,169,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27195,0.096,0.6,0.57
0.07,170,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27196,0.096,0.6,0.57
0.17,171,0,0.4,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.20796,0.59204,25,27197,0.09798,0.6,0.57
0.27,172,1,0.84,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.69629,0.98371,25,27198,0.073321,0.6,0.57
0.07,173,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27199,0.096,0.6,0.57
0.09,174,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.284157,0.675843,25,27200,0.09992,0.6,0.57
0.07,175,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27201,0.096,0.6,0.57
0.03,176,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.40796,0.79204,25,27202,0.09798,0.6,0.57
0.09,177,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.284157,0.675843,25,27203,0.09992,0.6,0.57
0.03,178,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.40796,0.79204,25,27204,0.09798,0.6,0.57
0.13,179,0,0.44,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.245416,0.634584,25,27205,0.099277,0.6,0.57
0.07,180,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27206,0.096,0.6,0.57
0.09,181,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.284157,0.675843,25,27207,0.09992,0.6,0.57
0.01,182,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.365416,0.754584,25,27208,0.099277,0.6,0.57
0.01,183,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.365416,0.754584,25,27209,0.099277,0.6,0.57
0.13,184,0,0.44,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.245416,0.634584,25,27210,0.099277,0.6,0.57
0.01,185,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.365416,0.754584,25,27211,0.099277,0.6,0.57
0.09,186,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.284157,0.675843,25,27212,0.09992,0.6,0.57
0.01,187,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.365416,0.754584,25,27213,0.099277,0.6,0.57
0.05,188,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.324157,0.715843,25,27214,0.09992,0.6,0.57
0.01,189,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.365416,0.754584,25,27215,0.099277,0.6,0.57
0.09,190,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.284157,0.675843,25,27216,0.09992,0.6,0.57
0.21,191,0,0.36,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.17184,0.54816,25,27217,0.096,0.6,0.57
0.21,192,0,0.36,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.17184,0.54816,25,27218,0.096,0.6,0.57
0.09,193,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.284157,0.675843,25,27219,0.09992,0.6,0.57
0.07,194,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.45184,0.82816,25,27220,0.096,0.6,0.57
0.03,195,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.40796,0.79204,25,27221,0.09798,0.6,0.57
0.13,196,0,0.44,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.245416,0.634584,25,27222,0.099277,0.6,0.57
0.15,197,1,0.72,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543992,0.896008,25,27223,0.0898,0.6,0.57
0.01,198,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.365416,0.754584,25,27224,0.099277,0.6,0.57
0.11,199,1,0.68,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.497141,0.862859,25,27225,0.093295,0.6,0.57
0.03,200,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.40796,0.79204,25,27226,0.09798,0.6,0.57
0.09,1,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.341518,0.618482,50,52027,0.070654,0.6,0.57
0.05,2,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.485458,0.754542,50,52028,0.068644,0.6,0.57
0.05,3,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.485458,0.754542,50,52029,0.068644,0.6,0.57
0.09,4,1,0.66,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.528695,0.791305,50,52030,0.066993,0.6,0.57
0.05,5,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.485458,0.754542,50,52031,0.068644,0.6,0.57
0.07,6,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506951,0.773049,50,52032,0.067882,0.6,0.57
0.01,7,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.443193,0.716807,50,52033,0.0698,0.6,0.57
0.07,8,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506951,0.773049,50,52034,0.067882,0.6,0.57
0.05,9,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.381518,0.658482,50,52035,0.070654,0.6,0.57
0.05,10,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.485458,0.754542,50,52036,0.068644,0.6,0.57
0.05,11,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.381518,0.658482,50,52037,0.070654,0.6,0.57
0.01,12,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422409,0.697591,50,52038,0.0702,0.6,0.57
0.09,13,1,0.66,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.528695,0.791305,50,52039,0.066993,0.6,0.57
0.01,14,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.443193,0.716807,50,52040,0.0698,0.6,0.57
0.03,15,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.401851,0.678149,50,52041,0.070484,0.6,0.57
0.11,16,0,0.46,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.321851,0.598149,50,52042,0.070484,0.6,0.57
0.05,17,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.381518,0.658482,50,52043,0.070654,0.6,0.57
0.09,18,1,0.66,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.528695,0.791305,50,52044,0.066993,0.6,0.57
0.01,19,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.443193,0.716807,50,52045,0.0698,0.6,0.57
