allowed_for_recourse,case_id,counterfactual_decision,counterfactual_feature,counterfactual_score,counterfactual_value,delta,feasibility_note,flipped_to_favorable,original_decision,original_score,original_value,recourse_cost,score_change
True,5,favorable,document_quality,0.725562,0.106233,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.701033,0.006233,0.075,0.024529
True,5,favorable,document_quality,0.737347,0.156233,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.701033,0.006233,0.1125,0.036314
True,5,favorable,document_quality,0.7488,0.206233,0.2,Can often improve through corrected or complete documentation.,False,favorable,0.701033,0.006233,0.15,0.047767
True,5,favorable,document_quality,0.759917,0.256233,0.25,Can often improve through corrected or complete documentation.,False,favorable,0.701033,0.006233,0.1875,0.058884
True,5,favorable,document_quality,0.770692,0.306233,0.3,Can often improve through corrected or complete documentation.,False,favorable,0.701033,0.006233,0.225,0.069659
True,5,favorable,document_quality,0.781123,0.356233,0.35,Can often improve through corrected or complete documentation.,False,favorable,0.701033,0.006233,0.2625,0.08009
True,5,favorable,document_quality,0.791208,0.406233,0.4,Can often improve through corrected or complete documentation.,False,favorable,0.701033,0.006233,0.3,0.090175
True,5,favorable,timeliness,0.709349,0.590596,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.701033,0.540596,0.055,0.008316
True,5,favorable,timeliness,0.717526,0.640596,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.701033,0.540596,0.11,0.016493
True,5,favorable,timeliness,0.725562,0.690596,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.701033,0.540596,0.165,0.024529
True,5,favorable,timeliness,0.733455,0.740596,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.701033,0.540596,0.22,0.032422
True,5,favorable,timeliness,0.741202,0.790596,0.25,Can improve in future cycles but may be constrained by access.,False,favorable,0.701033,0.540596,0.275,0.040169
True,5,favorable,timeliness,0.7488,0.840596,0.3,Can improve in future cycles but may be constrained by access.,False,favorable,0.701033,0.540596,0.33,0.047767
True,5,favorable,timeliness,0.756249,0.890596,0.35,Can improve in future cycles but may be constrained by access.,False,favorable,0.701033,0.540596,0.385,0.055216
True,5,favorable,timeliness,0.763547,0.940596,0.4,Can improve in future cycles but may be constrained by access.,False,favorable,0.701033,0.540596,0.44,0.062514
False,5,favorable,prior_flag,0.695238,0.05,0.05,Historical marker should not be used as an action recommendation.,False,favorable,0.701033,0.0,4.95,-0.005795
False,5,favorable,prior_flag,0.68938,0.1,0.1,Historical marker should not be used as an action recommendation.,False,favorable,0.701033,0.0,9.9,-0.011653
False,5,favorable,prior_flag,0.683461,0.15,0.15,Historical marker should not be used as an action recommendation.,False,favorable,0.701033,0.0,14.85,-0.017572
False,5,favorable,prior_flag,0.677482,0.2,0.2,Historical marker should not be used as an action recommendation.,False,favorable,0.701033,0.0,19.8,-0.023551
False,5,favorable,prior_flag,0.671444,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.701033,0.0,24.75,-0.029589
False,5,favorable,prior_flag,0.665349,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.701033,0.0,29.7,-0.035684
False,5,favorable,prior_flag,0.659198,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.701033,0.0,34.65,-0.041835
False,5,favorable,prior_flag,0.652993,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.701033,0.0,39.6,-0.04804
False,5,favorable,access_constraint,0.693647,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.701033,0.0,4.95,-0.007386
False,5,favorable,access_constraint,0.686159,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.701033,0.0,9.9,-0.014874
False,5,favorable,access_constraint,0.678573,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.701033,0.0,14.85,-0.02246
False,5,favorable,access_constraint,0.670892,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.701033,0.0,19.8,-0.030141
False,5,favorable,access_constraint,0.663119,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.701033,0.0,24.75,-0.037914
False,5,favorable,access_constraint,0.655256,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.701033,0.0,29.7,-0.045777
False,5,favorable,access_constraint,0.647307,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.701033,0.0,34.65,-0.053726
False,5,favorable,access_constraint,0.639276,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.701033,0.0,39.6,-0.061757
False,5,favorable,risk_adjustment,0.706765,0.626973,0.05,Internal model component is not directly actionable.,False,favorable,0.701033,0.576973,4.95,0.005732
False,5,favorable,risk_adjustment,0.712432,0.676973,0.1,Internal model component is not directly actionable.,False,favorable,0.701033,0.576973,9.9,0.011399
False,5,favorable,risk_adjustment,0.718033,0.726973,0.15,Internal model component is not directly actionable.,False,favorable,0.701033,0.576973,14.85,0.017
False,5,favorable,risk_adjustment,0.723567,0.776973,0.2,Internal model component is not directly actionable.,False,favorable,0.701033,0.576973,19.8,0.022534
False,5,favorable,risk_adjustment,0.729033,0.826973,0.25,Internal model component is not directly actionable.,False,favorable,0.701033,0.576973,24.75,0.028
False,5,favorable,risk_adjustment,0.734431,0.876973,0.3,Internal model component is not directly actionable.,False,favorable,0.701033,0.576973,29.7,0.033398
False,5,favorable,risk_adjustment,0.73976,0.926973,0.35,Internal model component is not directly actionable.,False,favorable,0.701033,0.576973,34.65,0.038727
False,5,favorable,risk_adjustment,0.74502,0.976973,0.4,Internal model component is not directly actionable.,False,favorable,0.701033,0.576973,39.6,0.043987
True,6,favorable,baseline_score,0.836704,0.577931,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.826555,0.527931,0.07,0.010149
True,6,favorable,baseline_score,0.84637,0.627931,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.826555,0.527931,0.14,0.019815
True,6,favorable,baseline_score,0.855562,0.677931,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.826555,0.527931,0.21,0.029007
True,6,favorable,baseline_score,0.864292,0.727931,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.826555,0.527931,0.28,0.037737
True,6,favorable,baseline_score,0.872574,0.777931,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.826555,0.527931,0.35,0.046019
True,6,favorable,baseline_score,0.880419,0.827931,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.826555,0.527931,0.42,0.053864
True,6,favorable,baseline_score,0.887844,0.877931,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.826555,0.527931,0.49,0.061289
True,6,favorable,baseline_score,0.894863,0.927931,0.4,Can improve through documented qualifying activity but may take time.,False,favorable,0.826555,0.527931,0.56,0.068308
True,6,favorable,document_quality,0.834989,0.894918,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.826555,0.844918,0.0375,0.008434
True,6,favorable,document_quality,0.843091,0.944918,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.826555,0.844918,0.075,0.016536
True,6,favorable,document_quality,0.850866,0.994918,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.826555,0.844918,0.1125,0.024311
True,6,favorable,document_quality,0.851638,1.0,0.155082,Can often improve through corrected or complete documentation.,False,favorable,0.826555,0.844918,0.116312,0.025083
True,6,favorable,document_quality,0.851638,1.0,0.155082,Can often improve through corrected or complete documentation.,False,favorable,0.826555,0.844918,0.116312,0.025083
True,6,favorable,document_quality,0.851638,1.0,0.155082,Can often improve through corrected or complete documentation.,False,favorable,0.826555,0.844918,0.116312,0.025083
True,6,favorable,document_quality,0.851638,1.0,0.155082,Can often improve through corrected or complete documentation.,False,favorable,0.826555,0.844918,0.116312,0.025083
True,6,favorable,document_quality,0.851638,1.0,0.155082,Can often improve through corrected or complete documentation.,False,favorable,0.826555,0.844918,0.116312,0.025083
True,6,favorable,timeliness,0.832215,0.892699,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.826555,0.842699,0.055,0.00566
True,6,favorable,timeliness,0.837727,0.942699,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.826555,0.842699,0.11,0.011172
True,6,favorable,timeliness,0.843091,0.992699,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.826555,0.842699,0.165,0.016536
True,6,favorable,timeliness,0.843862,1.0,0.157301,Can improve in future cycles but may be constrained by access.,False,favorable,0.826555,0.842699,0.173031,0.017307
True,6,favorable,timeliness,0.843862,1.0,0.157301,Can improve in future cycles but may be constrained by access.,False,favorable,0.826555,0.842699,0.173031,0.017307
True,6,favorable,timeliness,0.843862,1.0,0.157301,Can improve in future cycles but may be constrained by access.,False,favorable,0.826555,0.842699,0.173031,0.017307
True,6,favorable,timeliness,0.843862,1.0,0.157301,Can improve in future cycles but may be constrained by access.,False,favorable,0.826555,0.842699,0.173031,0.017307
True,6,favorable,timeliness,0.843862,1.0,0.157301,Can improve in future cycles but may be constrained by access.,False,favorable,0.826555,0.842699,0.173031,0.017307
False,6,favorable,prior_flag,0.822577,0.05,0.05,Historical marker should not be used as an action recommendation.,False,favorable,0.826555,0.0,4.95,-0.003978
False,6,favorable,prior_flag,0.818528,0.1,0.1,Historical marker should not be used as an action recommendation.,False,favorable,0.826555,0.0,9.9,-0.008027
False,6,favorable,prior_flag,0.814408,0.15,0.15,Historical marker should not be used as an action recommendation.,False,favorable,0.826555,0.0,14.85,-0.012147
False,6,favorable,prior_flag,0.810215,0.2,0.2,Historical marker should not be used as an action recommendation.,False,favorable,0.826555,0.0,19.8,-0.01634
False,6,favorable,prior_flag,0.80595,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.826555,0.0,24.75,-0.020605
False,6,favorable,prior_flag,0.801613,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.826555,0.0,29.7,-0.024942
False,6,favorable,prior_flag,0.797204,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.826555,0.0,34.65,-0.029351
False,6,favorable,prior_flag,0.792721,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.826555,0.0,39.6,-0.033834
False,6,favorable,access_constraint,0.82148,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.826555,0.0,4.95,-0.005075
False,6,favorable,access_constraint,0.81629,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.826555,0.0,9.9,-0.010265
False,6,favorable,access_constraint,0.810983,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.826555,0.0,14.85,-0.015572
False,6,favorable,access_constraint,0.805559,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.826555,0.0,19.8,-0.020996
False,6,favorable,access_constraint,0.800018,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.826555,0.0,24.75,-0.026537
False,6,favorable,access_constraint,0.79436,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.826555,0.0,29.7,-0.032195
False,6,favorable,access_constraint,0.788584,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.826555,0.0,34.65,-0.037971
