baseline_capacity,hidden_need_unobserved_in_real_study,individual_true_effect,institutional_access,interpretation,observed_outcome,potential_outcome_control,potential_outcome_treated,prior_risk,treatment,treatment_probability,unit_id
0.563525,0.610481,0.205177,0.852694,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.672731,0.672731,0.877908,0.793225,0,0.728562,182
0.479875,0.693324,0.20601,0.83953,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.832561,0.62655,0.832561,0.709644,1,0.713664,183
0.400112,0.858198,0.194598,0.982611,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.999993,0.805396,0.999993,0.935144,1,0.818841,184
0.550415,0.49977,0.211816,0.671071,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.531343,0.531343,0.743159,0.617409,0,0.625118,185
0.361619,0.45815,0.194535,0.777872,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.806845,0.61231,0.806845,0.907833,1,0.763249,186
0.558572,0.695423,0.23128,0.808685,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.615149,0.383869,0.615149,0.136927,1,0.474895,187
0.255269,0.351228,0.190768,0.442107,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.910742,0.719974,0.910742,0.922259,1,0.717086,188
0.128082,0.561457,0.21786,0.250526,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.675115,0.457255,0.675115,0.149568,1,0.409943,189
0.315476,0.336105,0.211329,0.355806,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.49145,0.49145,0.702779,0.453389,0,0.511161,190
0.247727,0.391794,0.215935,0.678098,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.475724,0.475724,0.691659,0.28743,0,0.525358,191
0.628352,0.551674,0.217896,0.763051,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.578531,0.360635,0.578531,0.523863,1,0.601198,192
0.572147,0.363453,0.233042,0.503226,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.297285,0.297285,0.530327,0.103056,0,0.36826,193
0.389745,0.541718,0.217011,0.56468,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.73197,0.51496,0.73197,0.367046,1,0.527683,194
0.653822,0.467169,0.218052,0.846568,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.616464,0.398412,0.616464,0.539059,1,0.613711,195
0.528695,0.392154,0.204502,0.796792,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.753663,0.549162,0.753663,0.783974,1,0.704184,196
0.481971,0.592401,0.21094,0.569974,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.549794,0.338854,0.549794,0.587983,1,0.609904,197
0.254333,0.588287,0.191251,0.551387,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.086855,0.895603,1.086855,0.909466,1,0.747499,198
0.697857,0.627659,0.201373,0.540263,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.532605,0.532605,0.733978,0.989075,0,0.726524,199
0.590945,0.953844,0.201042,0.87552,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.771122,0.57008,0.771122,0.917153,1,0.788569,200
0.915726,0.429505,0.239159,0.934217,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.507377,0.268218,0.507377,0.207828,1,0.458515,201
0.530092,0.658124,0.223957,0.894292,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.515033,0.291076,0.515033,0.298642,1,0.560133,202
0.364261,0.559087,0.213527,0.836837,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.509854,0.509854,0.723382,0.435011,0,0.616429,203
0.4273,0.450918,0.224737,0.485807,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.56567,0.56567,0.790406,0.202061,0,0.430244,204
0.365007,0.907434,0.20363,0.466263,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.840486,0.636856,0.840486,0.683012,1,0.665998,205
0.241463,0.783359,0.207552,0.554119,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.595476,0.595476,0.803028,0.492305,0,0.61649,206
0.502363,0.167737,0.226997,0.808106,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.329086,0.329086,0.556083,0.201852,0,0.463156,207
0.140431,0.701586,0.193688,0.479597,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.586226,0.586226,0.779914,0.763127,0,0.707885,208
0.440446,0.534825,0.231121,0.396155,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.463557,0.232436,0.463557,0.052311,1,0.35847,209
0.133126,0.697993,0.187378,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.028807,0.841429,1.028807,0.915384,1,0.829411,210
0.565488,0.412098,0.22866,0.796869,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.325012,0.325012,0.553672,0.207604,0,0.475794,211
0.611151,0.609405,0.217234,0.564456,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.360685,0.360685,0.577918,0.527521,0,0.568898,212
0.589906,0.437472,0.20965,0.662131,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.770834,0.561183,0.770834,0.701173,1,0.645293,213
0.620374,0.430094,0.22131,0.797395,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.693973,0.472662,0.693973,0.43252,1,0.562366,214
0.062027,0.61124,0.19799,0.737609,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.706878,0.706878,0.904868,0.596775,0,0.698774,215
0.16226,0.616473,0.195606,0.842477,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.905681,0.710075,0.905681,0.731541,1,0.750198,216
0.605116,0.437614,0.227434,0.709989,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.540225,0.312791,0.540225,0.267987,1,0.479017,217
0.475995,0.453137,0.21803,0.67248,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.635131,0.635131,0.853161,0.406253,0,0.547042,218
0.5708,0.607716,0.225517,0.663182,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.506585,0.281068,0.506585,0.290171,1,0.497812,219
0.088344,0.418465,0.190273,0.761806,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.881291,0.691019,0.881291,0.809445,1,0.756022,220
0.481605,0.72962,0.229662,0.541963,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.62859,0.398928,0.62859,0.119666,1,0.425216,221
0.436835,0.52862,0.220079,0.485657,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.732442,0.512363,0.732442,0.325641,1,0.486222,222
0.377753,0.581237,0.204151,0.902886,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.903131,0.69898,0.903131,0.679535,1,0.717958,223
0.209611,0.589029,0.205577,0.609832,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.519359,0.519359,0.724936,0.517786,0,0.625645,224
0.941466,0.33638,0.232338,0.840073,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.288035,0.288035,0.520373,0.397643,0,0.505025,225
0.552988,0.719905,0.236285,0.488088,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.377073,0.140788,0.377073,0.007615,1,0.360145,226
0.56032,0.505473,0.22427,0.647329,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.397368,0.397368,0.621638,0.313486,0,0.496555,227
0.641607,0.351514,0.221501,0.937465,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.393433,0.393433,0.614934,0.443687,0,0.586393,228
0.595532,0.214087,0.236314,0.444069,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.428348,0.428348,0.664663,0.038791,0,0.318397,229
0.384531,0.39083,0.203781,0.681861,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.628858,0.628858,0.832639,0.693871,0,0.668136,230
0.534035,0.669233,0.200097,0.711085,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.849238,0.649141,0.849238,0.898113,1,0.745892,231
0.485388,0.468305,0.214093,0.722125,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.804933,0.59084,0.804933,0.511711,1,0.599906,232
0.693738,0.305104,0.240533,0.611198,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.231165,0.231165,0.471698,0.00697,0,0.333199,233
0.527067,0.118913,0.231869,0.667286,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.424375,0.192506,0.424375,0.098581,1,0.384991,234
0.42216,0.619913,0.192733,0.733472,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.775128,0.582395,0.775128,0.998287,1,0.786743,235
0.435294,0.556482,0.198568,0.71365,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.917727,0.719159,0.917727,0.862272,1,0.737828,236
0.388613,0.61336,0.208275,0.595348,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.518771,0.518771,0.727047,0.584573,0,0.627505,237
0.515923,0.68764,0.227867,0.24983,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.547885,0.320018,0.547885,0.190275,1,0.38538,238
0.72726,0.628363,0.225038,0.399193,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.450255,0.450255,0.675292,0.419502,0,0.475376,239
0.277134,0.807406,0.204352,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.795898,0.591546,0.795898,0.599057,1,0.734702,240
0.889132,0.596005,0.233042,0.60444,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.354409,0.354409,0.587451,0.34081,0,0.461499,241
0.580041,0.668879,0.20477,0.911449,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.538765,0.538765,0.743534,0.81579,0,0.747603,242
0.367214,0.583325,0.198475,0.633582,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.823949,0.625474,0.823949,0.813532,1,0.717697,243
0.523539,0.484088,0.217499,0.926542,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.664041,0.446542,0.664041,0.455189,1,0.615409,244
0.264978,0.73112,0.195375,0.736543,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.798172,0.602797,0.798172,0.814364,1,0.755824,245
0.365257,0.441093,0.229963,0.42196,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.294992,0.294992,0.524955,0.024856,0,0.355069,246
0.69037,0.634136,0.212109,0.905828,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.59401,0.59401,0.806119,0.715043,0,0.69889,247
0.677113,0.0,0.234872,0.647775,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.289484,0.289484,0.524355,0.136036,0,0.366481,248
0.279207,0.675538,0.201068,0.475191,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.604238,0.604238,0.805306,0.682703,0,0.659989,249
