baseline_capacity,institutional_access,interpretation,observed_outcome,potential_outcome_control,potential_outcome_treated,prior_risk,treatment,treatment_probability,true_effect,unit_id
0.588938,0.672696,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.442671,0.442671,0.622671,0.47402,0,0.575738,0.18,752
0.598167,0.70611,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.155403,0.155403,0.335403,0.27348,0,0.492217,0.18,753
0.430353,0.740008,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.779324,0.599324,0.779324,0.821683,1,0.747783,0.18,754
0.701839,0.682587,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.687277,0.507277,0.687277,0.902424,1,0.734503,0.18,755
0.593121,0.797678,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.68151,0.50151,0.68151,0.512773,1,0.618935,0.18,756
0.571213,0.766574,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.643324,0.463324,0.643324,0.358511,1,0.547979,0.18,757
0.447189,0.274584,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.430691,0.250691,0.430691,0.26248,1,0.413692,0.18,758
0.489075,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.770755,0.590755,0.770755,0.600996,1,0.708549,0.18,759
0.439116,0.52955,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.688274,0.508274,0.688274,0.63682,1,0.636314,0.18,760
0.58098,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.611619,0.611619,0.791619,0.939708,0,0.808901,0.18,761
0.571321,0.701664,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.600735,0.420735,0.600735,0.499066,1,0.595566,0.18,762
0.319691,0.566604,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.401038,0.401038,0.581038,0.334349,0,0.529953,0.18,763
0.547461,0.564068,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.490623,0.490623,0.670623,0.571706,0,0.600669,0.18,764
0.592329,0.450889,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.568922,0.388922,0.568922,0.661431,1,0.608492,0.18,765
0.522502,0.632247,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.293989,0.293989,0.473989,0.462455,0,0.571492,0.18,766
0.471438,0.588286,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.461721,0.461721,0.641721,0.991478,0,0.774038,0.18,767
0.435058,0.483375,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.374584,0.374584,0.554584,0.142835,0,0.408808,0.18,768
0.726939,0.761773,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.381521,0.201521,0.381521,0.43975,1,0.559955,0.18,769
0.324465,0.684617,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.458814,0.458814,0.638814,0.799897,0,0.742937,0.18,770
0.743642,0.560704,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.459448,0.279448,0.459448,0.435071,1,0.510393,0.18,771
0.384177,0.5333,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.467311,0.467311,0.647311,0.490484,0,0.582328,0.18,772
0.457046,0.719437,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.293192,0.293192,0.473192,0.37938,0,0.56369,0.18,773
0.348674,0.796182,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.883555,0.703555,0.883555,0.928027,1,0.798639,0.18,774
0.291185,0.652251,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.646403,0.466403,0.646403,0.68299,1,0.698822,0.18,775
0.086785,0.790448,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.740107,0.560107,0.740107,0.799327,1,0.785519,0.18,776
0.556893,0.433337,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.658642,0.478642,0.658642,0.841375,1,0.683595,0.18,777
0.303852,0.347753,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.350533,0.350533,0.530533,0.348677,0,0.489573,0.18,778
0.410672,0.646279,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.836894,0.656894,0.836894,0.919148,1,0.76669,0.18,779
0.665027,0.904038,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.48354,0.30354,0.48354,0.368979,1,0.569247,0.18,780
0.631999,0.557361,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.774858,0.594858,0.774858,0.710185,1,0.64583,0.18,781
0.76189,0.669416,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.195852,0.195852,0.375852,0.129154,0,0.395995,0.18,782
0.578085,0.559757,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.407532,0.407532,0.587532,0.580709,0,0.599218,0.18,783
0.591886,0.579087,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.771117,0.591117,0.771117,0.701375,1,0.652154,0.18,784
0.621472,0.833149,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.373179,0.373179,0.553179,0.460848,0,0.600243,0.18,785
0.586717,0.778138,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.463615,0.463615,0.643615,0.911286,0,0.766492,0.18,786
0.250071,0.485762,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.849096,0.669096,0.849096,0.845958,1,0.732994,0.18,787
0.384627,0.659966,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.656785,0.476785,0.656785,0.441569,1,0.58856,0.18,788
0.628439,0.635173,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.768377,0.588377,0.768377,0.830776,1,0.708888,0.18,789
0.315268,0.778465,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.774553,0.594553,0.774553,0.580295,1,0.680482,0.18,790
0.516992,0.788608,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.493524,0.493524,0.673524,0.725191,0,0.711954,0.18,791
0.580577,0.504453,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.639497,0.459497,0.639497,0.5889,1,0.590415,0.18,792
0.689193,0.915158,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.346898,0.166898,0.346898,0.12339,1,0.458155,0.18,793
0.418777,0.695791,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.548309,0.548309,0.728309,0.728265,0,0.708027,0.18,794
0.473565,0.760373,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.389523,0.389523,0.569523,0.429516,0,0.592262,0.18,795
0.472857,0.663689,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.484218,0.304218,0.484218,0.186082,1,0.46221,0.18,796
0.58248,0.77179,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.520097,0.340097,0.520097,0.884171,1,0.757061,0.18,797
0.460921,0.604752,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.666388,0.486388,0.666388,0.450435,1,0.56918,0.18,798
0.488762,0.79933,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.569314,0.389314,0.569314,0.552135,1,0.650215,0.18,799
0.551461,0.603554,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.648284,0.468284,0.648284,0.452261,1,0.556357,0.18,800
